test_case_id,title,module,screen_id,topic,priority,type,preconditions,test_data,test_steps,expected_result
TC_14085_03,Login with empty fields,FitnessApp,14085,maps,P1,Negative,The app is launched and the login screen is displayed, | ,Click on the 'Username' field | Click on the 'Password' field | Click on the 'LOG IN' button,Error messages are displayed indicating required fields are empty
TC_14085_04,Login with special characters in password,FitnessApp,14085,maps,P1,Functional,The app is launched and the login screen is displayed,username@example.com | P@ssw0rd!,Enter 'username@example.com' into the 'Username' field | Enter 'P@ssw0rd!' into the 'Password' field | Click on the 'LOG IN' button,The user is logged in successfully and redirected to the main app screen
TC_1411_01,Browse page loads with 'Romance' genre filter,MobileApp,1411,news,P1,Functional,,,Open the mobile app and navigate to the 'Browse' page. | Verify that the 'Romance' genre filter is applied. | Check that the content list displays TV shows filtered by the 'Romance' genre.,The 'Romance' genre filter is applied. | The content list displays TV shows filtered by the 'Romance' genre.
TC_1411_02,Navigating between tabs,MobileApp,1411,news,P1,Functional,,,Open the mobile app and navigate to the 'Browse' page. | Select the 'Top Rated' tab. | Select the 'Recently Added' tab.,The 'Top Rated' tab is selected. | The 'Recently Added' tab is selected.
TC_1411_03,Clearing the genre filter,MobileApp,1411,news,P1,Functional,,,Open the mobile app and navigate to the 'Browse' page. | Click on the 'Romance' genre filter button. | Verify that the genre filter is cleared.,The genre filter is cleared.
TC_1411_04,Content list interaction,MobileApp,1411,news,P1,Functional,,,Open the mobile app and navigate to the 'Browse' page. | Select a TV show from the content list. | Verify that the selected TV show's details are displayed.,The selected TV show's details are displayed.
TC_1411_05,Negative flow: Invalid genre selection,MobileApp,1411,news,P2,Negative,,,"Open the mobile app and navigate to the 'Browse' page. | Click on the 'Romance' genre filter button. | Enter an invalid genre name (e.g., 'Fantasy123'). | Verify that the genre filter is not applied.",The genre filter is not applied.
TC_1411_06,Boundary validation: Empty genre filter,MobileApp,1411,news,P2,Negative,,,Open the mobile app and navigate to the 'Browse' page. | Click on the 'Romance' genre filter button. | Clear the genre filter. | Verify that the content list displays all TV shows.,The content list displays all TV shows.
TC_1411_07,Toggle state of genre filter,MobileApp,1411,news,P2,Functional,,,Open the mobile app and navigate to the 'Browse' page. | Click on the 'Romance' genre filter button. | Click on the 'Romance' genre filter button again. | Verify that the toggle state of the genre filter changes.,The toggle state of the genre filter changes.
TC_1411_08,Accessibility/usability: Keyboard navigation,MobileApp,1411,news,P2,Accessibility,,,Open the mobile app and navigate to the 'Browse' page. | Use keyboard navigation to select the 'Romance' genre filter button. | Verify that the genre filter is applied.,The genre filter is applied.
TC_14143_01,Positive flow: User navigates to the login screen,Lynda.com,14143,login,P1,Functional,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Click on the 'Already a member?' button.,The user is redirected to the login screen.
TC_14143_02,Negative flow: User clicks on 'Start your free trial' button,Lynda.com,14143,login,P1,Functional,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Click on the 'Start your free trial' button.,The user is redirected to the free trial sign-up screen.
TC_14143_03,UI test: Verify the 'Already a member?' button is clickable,Lynda.com,14143,login,P2,UI,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Click on the 'Already a member?' button.,The 'Already a member?' button is responsive and navigates to the login screen.
TC_14143_04,Accessibility test: Ensure the 'Already a member?' button is accessible,Lynda.com,14143,login,P2,Accessibility,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Perform a screen reader test on the 'Already a member?' button.,The 'Already a member?' button is announced correctly by the screen reader.
TC_14143_05,Usability test: Verify the 'Already a member?' button leads to the login screen,Lynda.com,14143,login,P2,Usability,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Click on the 'Already a member?' button. | Verify the user is redirected to the login screen.,The user is successfully redirected to the login screen.
TC_14143_06,Regression test: Ensure the 'Already a member?' button leads to the login screen,Lynda.com,14143,login,P2,Regression,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Click on the 'Already a member?' button. | Verify the user is redirected to the login screen.,The user is successfully redirected to the login screen.
TC_14143_07,Boundary test: Verify the 'Already a member?' button leads to the login screen,Lynda.com,14143,login,P2,Functional,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Click on the 'Already a member?' button. | Verify the user is redirected to the login screen.,The user is successfully redirected to the login screen.
TC_14143_08,Validation test: Ensure the 'Already a member?' button leads to the login screen,Lynda.com,14143,login,P2,Functional,,,Open the Lynda.com app. | Navigate to the onboarding screen. | Click on the 'Already a member?' button. | Verify the user is redirected to the login screen.,The user is successfully redirected to the login screen.
TC_14247_001,Open the app and verify the main content area,MemeGenerator,14247,list,P1,Functional,The app is installed and opened,,Open the app | Verify the main content area displays a large image of a dog with multiple text overlays,The main content area displays a large image of a dog with multiple text overlays
TC_14247_002,Click on the share icon in the header,MemeGenerator,14247,list,P1,Functional,The app is installed and opened,,Open the app | Click on the share icon in the header | Verify the share options are displayed,Share options are displayed
TC_14247_003,Click on the delete icon in the header,MemeGenerator,14247,list,P1,Functional,The app is installed and opened,,Open the app | Click on the delete icon in the header | Verify the delete confirmation dialog is displayed,Delete confirmation dialog is displayed
TC_14247_004,Click on the more options icon in the header,MemeGenerator,14247,list,P1,Functional,The app is installed and opened,,Open the app | Click on the more options icon in the header | Verify the more options menu is displayed,More options menu is displayed
TC_14247_005,Input text into one of the text overlays,MemeGenerator,14247,list,P1,Functional,The app is installed and opened,Test text,Open the app | Click on one of the text overlays | Input 'Test text' into the text overlay | Verify the text overlay displays 'Test text',The text overlay displays 'Test text'
TC_14247_006,Select a different text overlay color,MemeGenerator,14247,list,P1,Functional,The app is installed and opened,,Open the app | Click on one of the text overlays | Select a different text overlay color | Verify the selected color is applied to the text overlay,The selected color is applied to the text overlay
TC_14247_007,Navigate back to the previous screen,MemeGenerator,14247,list,P1,Functional,The app is installed and opened,,Open the app | Navigate back to the previous screen | Verify the previous screen is displayed,The previous screen is displayed
TC_14285_001,Verify the display of current atmospheric pressure and altitude,Barometer Plus,14285,other,P0,Functional,,,Open the Barometer Plus app. | Verify that the current atmospheric pressure (977.43 hPa) and altitude (705.3 ft) are displayed in the circular gauge-style interface.,The current atmospheric pressure and altitude are correctly displayed.
TC_14285_002,Check the functionality of the menu icon,Barometer Plus,14285,other,P1,Functional,,,Open the Barometer Plus app. | Tap the menu icon on the left of the app header. | Verify that the menu options are displayed.,The menu options are displayed correctly.
TC_14285_003,Test the graph icon functionality,Barometer Plus,14285,other,P1,Functional,,,Open the Barometer Plus app. | Tap the graph icon in the center of the app header. | Verify that the graph view is displayed.,The graph view is displayed correctly.
TC_14285_004,Test the three-dot menu icon functionality,Barometer Plus,14285,other,P1,Functional,,,Open the Barometer Plus app. | Tap the three-dot menu icon on the right of the app header. | Verify that the menu options are displayed.,The menu options are displayed correctly.
TC_14285_005,Check the footer progress bar and trash bin icon,Barometer Plus,14285,other,P2,Functional,,,Open the Barometer Plus app. | Verify that the footer progress bar indicates 'Memory is full' and the trash bin icon has a notification badge showing '99'.,The footer progress bar and trash bin icon are displayed correctly.
TC_14285_006,Test navigation to other screens,Barometer Plus,14285,other,P2,Functional,,,Open the Barometer Plus app. | Tap the menu icon on the left of the app header. | Select an option from the menu. | Verify that the app navigates to the selected screen.,The app navigates to the selected screen correctly.
TC_14285_007,Test the usability of the app,Barometer Plus,14285,other,P2,Usability,,,Open the Barometer Plus app. | Verify that the app is easy to use and navigate.,The app is easy to use and navigate.
TC_14285_008,Test the accessibility of the app,Barometer Plus,14285,other,P2,Accessibility,,,Open the Barometer Plus app. | Verify that the app is accessible to users with disabilities.,The app is accessible to users with disabilities.
TC_14285_009,Test data persistence,Barometer Plus,14285,other,P2,Regression,,,Open the Barometer Plus app. | Exit the app and relaunch it. | Verify that the current atmospheric pressure and altitude are still displayed.,The current atmospheric pressure and altitude are still displayed.
TC_14307_001,Verify the screen displays '空空如也' when no electronic coupons are available,MobileApp,14307,bare,P1,Functional,,,Open the app and navigate to the screen with ID 14307. | Verify the screen displays an illustration of a person sitting with their head down and a speech bubble with ellipses. | Check if the text '空空如也' is displayed below the illustration.,The screen should display an illustration of a person sitting with their head down and a speech bubble with ellipses. | The text '空空如也' should be displayed below the illustration.
TC_14307_002,Verify the back arrow in the header navigates back to the previous screen,MobileApp,14307,bare,P1,Functional,,,Open the app and navigate to the screen with ID 14307. | Click on the back arrow in the header. | Verify that the user is navigated back to the previous screen.,The user should be navigated back to the previous screen.
TC_14307_003,Verify the screen is accessible and usable,MobileApp,14307,bare,P2,Accessibility|Usability,,,Open the app and navigate to the screen with ID 14307. | Perform a screen reader test to ensure all elements are accessible. | Check if the screen is usable by a user with limited mobility.,All elements on the screen should be accessible. | The screen should be usable by a user with limited mobility.
TC_14307_004,Verify data persistence when the app is closed and reopened,MobileApp,14307,bare,P2,Regression,,,Open the app and navigate to the screen with ID 14307. | Close the app and reopen it. | Verify that the screen still displays '空空如也' when no electronic coupons are available.,The screen should still display '空空如也' when no electronic coupons are available.
TC_14310_01,Positive flow: Navigating through settings options,Easy Attendance,14310,list,P1,Functional,,,Open the app and navigate to the 'Easy Attendance Settings' screen. | Click on the 'Edit Classes' option. | Click on the 'Delete Classes' option. | Click on the 'Upgrade to PRO version' option. | Click on the 'Easy Attendance Help' option. | Click on the 'About Easy Attendance' option. | Click on the 'Rate Us' option.,The app navigates to the 'Edit Classes' screen. | The app navigates to the 'Delete Classes' screen. | The app navigates to the 'Upgrade to PRO version' screen. | The app navigates to the 'Easy Attendance Help' screen. | The app navigates to the 'About Easy Attendance' screen. | The app navigates to the 'Rate Us' screen.
TC_14310_02,Negative flow: Clicking on non-existent options,Easy Attendance,14310,list,P2,Negative,,,Open the app and navigate to the 'Easy Attendance Settings' screen. | Click on the 'Edit Classes' option. | Click on the 'Delete Classes' option. | Click on the 'Upgrade to PRO version' option. | Click on the 'Easy Attendance Help' option. | Click on the 'About Easy Attendance' option. | Click on the 'Rate Us' option.,The app navigates to the 'Edit Classes' screen. | The app navigates to the 'Delete Classes' screen. | The app navigates to the 'Upgrade to PRO version' screen. | The app navigates to the 'Easy Attendance Help' screen. | The app navigates to the 'About Easy Attendance' screen. | The app navigates to the 'Rate Us' screen.
TC_14310_03,Negative flow: Clicking on non-existent options,Easy Attendance,14310,list,P2,Negative,,,Open the app and navigate to the 'Easy Attendance Settings' screen. | Click on the 'Edit Classes' option. | Click on the 'Delete Classes' option. | Click on the 'Upgrade to PRO version' option. | Click on the 'Easy Attendance Help' option. | Click on the 'About Easy Attendance' option. | Click on the 'Rate Us' option.,The app navigates to the 'Edit Classes' screen. | The app navigates to the 'Delete Classes' screen. | The app navigates to the 'Upgrade to PRO version' screen. | The app navigates to the 'Easy Attendance Help' screen. | The app navigates to the 'About Easy Attendance' screen. | The app navigates to the 'Rate Us' screen.
TC_14310_04,Negative flow: Clicking on non-existent options,Easy Attendance,14310,list,P2,Negative,,,Open the app and navigate to the 'Easy Attendance Settings' screen. | Click on the 'Edit Classes' option. | Click on the 'Delete Classes' option. | Click on the 'Upgrade to PRO version' option. | Click on the 'Easy Attendance Help' option. | Click on the 'About Easy Attendance' option. | Click on the 'Rate Us' option.,The app navigates to the 'Edit Classes' screen. | The app navigates to the 'Delete Classes' screen. | The app navigates to the 'Upgrade to PRO version' screen. | The app navigates to the 'Easy Attendance Help' screen. | The app navigates to the 'About Easy Attendance' screen. | The app navigates to the 'Rate Us' screen.
TC_14435_001,Verify the welcome screen displays correctly,Cleveland Browns Mobile App,14435,tutorial,P1,Functional,,,"Open the Cleveland Browns mobile app. | Verify the status bar shows the time as 7:52 and various system icons. | Verify the promotional image of a Cleveland Browns coach is displayed. | Verify the navigation bar with icons for ""Latest,"" ""Social,"" ""Fan Zone,"" ""Schedule,"" and ""Tickets"" is positioned below the image. | Verify the section labeled ""Latest Media - August 25, 2016"" displays a thumbnail of a video titled ""Building the Browns."" | Verify the main content area welcomes users with the text: ""Welcome to the Browns App. This app allows the Dawg Pound to get the latest Browns news, video and live radio."" | Verify the prominent ""Continue"" button is located at the bottom of the screen.","The status bar displays the correct time and system icons. | The promotional image of a Cleveland Browns coach is visible. | The navigation bar icons are present and correctly positioned. | The ""Latest Media"" section displays the correct video thumbnail and title. | The main content area text is displayed correctly. | The ""Continue"" button is visible at the bottom of the screen."
TC_14435_002,"Verify the ""Continue"" button navigates to the next screen",Cleveland Browns Mobile App,14435,tutorial,P1,Functional,,,"Open the Cleveland Browns mobile app. | Click on the ""Continue"" button at the bottom of the screen. | Verify the user is navigated to the next screen.",The user is successfully navigated to the next screen.
TC_14435_003,Verify the navigation bar icons are clickable,Cleveland Browns Mobile App,14435,tutorial,P1,Functional,,,"Open the Cleveland Browns mobile app. | Click on the ""Latest"" icon in the navigation bar. | Click on the ""Social"" icon in the navigation bar. | Click on the ""Fan Zone"" icon in the navigation bar. | Click on the ""Schedule"" icon in the navigation bar. | Click on the ""Tickets"" icon in the navigation bar.",The user is navigated to the respective screen when clicking on each icon in the navigation bar.
TC_14435_004,"Verify the ""Continue"" button is accessible",Cleveland Browns Mobile App,14435,tutorial,P1,Accessibility,,,"Open the Cleveland Browns mobile app. | Use a screen reader to navigate to the ""Continue"" button. | Verify the ""Continue"" button is announced by the screen reader.","The ""Continue"" button is announced by the screen reader."
TC_14435_005,"Verify the ""Continue"" button is usable",Cleveland Browns Mobile App,14435,tutorial,P1,Usability,,,"Open the Cleveland Browns mobile app. | Click on the ""Continue"" button with a finger. | Click on the ""Continue"" button with a stylus.","The user is successfully navigated to the next screen when clicking on the ""Continue"" button."
TC_14554_01,Verify the screen displays 'You don't have any airMail yet.',Messaging App,14554,bare,P0,Functional,,,Open the messaging app 'airMail'. | Verify the screen displays 'You don't have any airMail yet.',The screen should display 'You don't have any airMail yet.'
TC_14554_02,Verify the 'Send a friend a message now!' text is present.,Messaging App,14554,bare,P0,Functional,,,Open the messaging app 'airMail'. | Verify the text 'Send a friend a message now!' is present.,The text 'Send a friend a message now!' should be present.
TC_14554_03,Verify the orange button with a plus sign is clickable.,Messaging App,14554,bare,P0,Functional,,,Open the messaging app 'airMail'. | Click on the orange button with a plus sign at the bottom right.,The app should navigate to the message composition screen.
TC_14554_04,Verify the header/app bar icons are functional.,Messaging App,14554,bare,P0,Functional,,,Open the messaging app 'airMail'. | Click on the search icon in the header/app bar. | Click on the messages icon in the header/app bar. | Click on the notifications icon in the header/app bar. | Click on the settings icon in the header/app bar.,"Navigating to the search, messages, notifications, and settings screens should be successful."
TC_14554_05,Verify the message icon is functional.,Messaging App,14554,bare,P0,Functional,,,Open the messaging app 'airMail'. | Click on the message icon in the main content area.,Navigating to the messages screen should be successful.
TC_14554_06,Verify data persistence when the app is closed and reopened.,Messaging App,14554,bare,P0,Functional,,,Open the messaging app 'airMail'. | Close the app. | Reopen the messaging app 'airMail'. | Verify the screen still displays 'You don't have any airMail yet.',The screen should still display 'You don't have any airMail yet.'
TC_14554_07,Verify the screen is accessible and usable.,Messaging App,14554,bare,P0,Accessibility|Usability,,,Open the messaging app 'airMail'. | Verify the screen is accessible and usable by a visually impaired user.,The screen should be accessible and usable by a visually impaired user.
TC_14554_08,Verify the screen handles interruptions and resumes correctly.,Messaging App,14554,bare,P0,Functional,,,"Open the messaging app 'airMail'. | Simulate an interruption (e.g., a phone call). | Resume the messaging app 'airMail'. | Verify the screen still displays 'You don't have any airMail yet.'",The screen should still display 'You don't have any airMail yet.'
TC_14566_001,Positive flow: Navigating through different tabs,CW Seed App,14566,list,P1,Functional,,,Open the CW Seed app. | Tap on the 'INFO' tab. | Tap on the 'SETTINGS' tab. | Tap on the 'MORE APPS' tab.,The app should navigate to the 'INFO' tab. | The app should navigate to the 'SETTINGS' tab. | The app should navigate to the 'MORE APPS' tab.
TC_14566_002,Negative flow: Attempting to navigate to a non-existent tab,CW Seed App,14566,list,P2,Negative,,,Open the CW Seed app. | Tap on the 'INFO' tab. | Attempt to tap on a non-existent tab.,The app should not navigate to a non-existent tab.
TC_14566_003,Positive flow: Interacting with list options,CW Seed App,14566,list,P1,Functional,,,Open the CW Seed app. | Tap on the 'INFO' tab. | Tap on 'Send Feedback'. | Tap on 'Rate This App'. | Tap on 'Share This App'. | Tap on 'About CW Seed'. | Tap on 'Legal'. | Tap on 'FAQ'.,The app should display the feedback form. | The app should display the rating form. | The app should display the sharing options. | The app should display the 'About CW Seed' page. | The app should display the 'Legal' page. | The app should display the 'FAQ' page.
TC_14566_004,Negative flow: Attempting to interact with non-existent list options,CW Seed App,14566,list,P2,Negative,,,Open the CW Seed app. | Tap on the 'INFO' tab. | Attempt to tap on a non-existent list option.,The app should not display a non-existent list option.
TC_14566_005,Positive flow: Verifying app version,CW Seed App,14566,list,P1,Functional,,,Open the CW Seed app. | Tap on the 'INFO' tab. | Verify that the app version (v1.1.260) is displayed.,The app version (v1.1.260) should be displayed.
TC_14566_006,Negative flow: Attempting to interact with the app version,CW Seed App,14566,list,P2,Negative,,,Open the CW Seed app. | Tap on the 'INFO' tab. | Attempt to interact with the app version (v1.1.260).,The app should not allow interaction with the app version.
TC_14566_007,Positive flow: Verifying header/App Bar,CW Seed App,14566,list,P1,Functional,,,Open the CW Seed app. | Verify that the CW Seed logo is displayed in the header/App Bar.,The CW Seed logo should be displayed in the header/App Bar.
TC_14566_008,Negative flow: Attempting to interact with the CW Seed logo,CW Seed App,14566,list,P2,Negative,,,Open the CW Seed app. | Attempt to interact with the CW Seed logo.,The app should not allow interaction with the CW Seed logo.
TC_14585_001,Verify that the 'Activity log' option is correctly selected,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Verify that the 'Activity log' option is highlighted.,The 'Activity log' option should be highlighted.
TC_14585_002,Navigate to the 'Dashboard' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'Dashboard' option.,The application should navigate to the 'Dashboard' screen.
TC_14585_003,Navigate to the 'Settings' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'Settings' option.,The application should navigate to the 'Settings' screen.
TC_14585_004,Navigate to the 'Tethering settings' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'Tethering settings' option.,The application should navigate to the 'Tethering settings' screen.
TC_14585_005,Navigate to the 'Share app' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'Share app' option.,The application should navigate to the 'Share app' screen.
TC_14585_006,Navigate to the 'Rate app' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'Rate app' option.,The application should navigate to the 'Rate app' screen.
TC_14585_007,Navigate to the 'Pro version' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'Pro version' option.,The application should navigate to the 'Pro version' screen.
TC_14585_008,Navigate to the 'Contact us' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'Contact us' option.,The application should navigate to the 'Contact us' screen.
TC_14585_009,Navigate to the 'About us' option,MobileApp,14585,menu,P1,Functional,,,Open the application. | Navigate to the 'Data Sharing' menu. | Select the 'About us' option.,The application should navigate to the 'About us' screen.
TC_1460_01,Positive flow: Add a person successfully,Onboarding,1460,settings,P1,Functional,,,Open the app and navigate to the 'People' screen. | Click on the 'Add person' button. | Enter a name for the person in the input field. | Click on the 'FINISH' button.,The app should display a confirmation message indicating the person has been added successfully. | The 'People' screen should show the newly added person.
TC_1460_02,Negative flow: Add person without entering a name,Onboarding,1460,settings,P1,Functional,,,Open the app and navigate to the 'People' screen. | Click on the 'Add person' button. | Click on the 'FINISH' button without entering a name.,The app should display an error message indicating that a name is required.
TC_1460_03,Negative flow: Click 'FINISH' without adding a person,Onboarding,1460,settings,P1,Functional,,,Open the app and navigate to the 'People' screen. | Click on the 'FINISH' button without adding a person.,The app should display an error message indicating that a person needs to be added.
TC_1460_04,Negative flow: Click 'Cancel' without adding a person,Onboarding,1460,settings,P1,Functional,,,Open the app and navigate to the 'People' screen. | Click on the 'Cancel' button without adding a person.,The app should return to the previous screen without adding a person.
TC_1460_05,Negative flow: Click 'FINISH' with invalid input,Onboarding,1460,settings,P1,Functional,,,"Open the app and navigate to the 'People' screen. | Click on the 'Add person' button. | Enter an invalid name (e.g., a number) in the input field. | Click on the 'FINISH' button.",The app should display an error message indicating that the name is invalid.
TC_1460_06,Negative flow: Click 'FINISH' with empty input,Onboarding,1460,settings,P1,Functional,,,Open the app and navigate to the 'People' screen. | Click on the 'Add person' button. | Enter an empty name in the input field. | Click on the 'FINISH' button.,The app should display an error message indicating that the name is required.
TC_1460_07,Negative flow: Click 'FINISH' with special characters,Onboarding,1460,settings,P1,Functional,,,Open the app and navigate to the 'People' screen. | Click on the 'Add person' button. | Enter a name with special characters in the input field. | Click on the 'FINISH' button.,The app should display an error message indicating that the name is invalid.
TC_1460_08,Negative flow: Click 'FINISH' with too many characters,Onboarding,1460,settings,P1,Functional,,,Open the app and navigate to the 'People' screen. | Click on the 'Add person' button. | Enter a name with too many characters in the input field. | Click on the 'FINISH' button.,The app should display an error message indicating that the name is too long.
TC_14630_01,Verify that the 'CUTE' tab is selected and displays cute cat images,Gallery,14630,gallery,P0,Functional,,,Open the app and navigate to the 'CUTE' tab in the gallery section.,"The 'CUTE' tab should be highlighted, and the grid should display images of cute cats."
TC_14630_02,Navigate to the 'PLEADING' tab and verify the content,Gallery,14630,gallery,P0,Functional,,,Open the app and navigate to the 'PLEADING' tab in the gallery section.,"The 'PLEADING' tab should be highlighted, and the grid should display images of cats with pleading expressions."
TC_14630_03,Navigate to the 'ACTIONS' tab and verify the content,Gallery,14630,gallery,P0,Functional,,,Open the app and navigate to the 'ACTIONS' tab in the gallery section.,"The 'ACTIONS' tab should be highlighted, and the grid should display images of cats with various actions."
TC_14630_04,Verify that the progress slider is functional,Gallery,14630,gallery,P0,Functional,,,Open the app and interact with the progress slider in the header.,The progress slider should allow the user to navigate through different sections of the gallery.
TC_14630_05,Verify that the speaker icon is functional,Gallery,14630,gallery,P0,Functional,,,Open the app and interact with the speaker icon in the header.,The speaker icon should allow the user to enable or disable the sound for the gallery.
TC_14630_06,Verify that the refresh icon is functional,Gallery,14630,gallery,P0,Functional,,,Open the app and interact with the refresh icon in the header.,The refresh icon should allow the user to refresh the gallery content.
TC_14630_07,Verify that the back arrow is functional,Gallery,14630,gallery,P0,Functional,,,Open the app and interact with the back arrow in the header.,The back arrow should allow the user to navigate back to the previous screen.
TC_14630_08,Verify that the grid of cat images is clickable,Gallery,14630,gallery,P0,Functional,,,Open the app and click on one of the cat images in the grid.,The app should navigate to a detailed view of the selected cat image.
TC_14630_09,Verify that the grid of cat images is scrollable,Gallery,14630,gallery,P0,Functional,,,Open the app and scroll through the grid of cat images.,The app should allow the user to scroll through the grid of cat images.
TC_14630_10,Verify that the grid of cat images is swipeable,Gallery,14630,gallery,P0,Functional,,,Open the app and swipe through the grid of cat images.,The app should allow the user to swipe through the grid of cat images.
TC_14804_001,Positive flow: Enter valid phone number and proceed,Authentication,14804,form,P1,Functional,The app is open and the login screen is displayed,+71234567890,Open the app and navigate to the login screen | Enter a valid phone number in the text input field | Click the 'Next' button,The app should navigate to the next screen
TC_14804_002,Negative flow: Enter invalid phone number and proceed,Authentication,14804,form,P1,Negative,The app is open and the login screen is displayed,1234567890,Open the app and navigate to the login screen | Enter an invalid phone number in the text input field | Click the 'Next' button,The app should display an error message or not proceed
TC_14804_003,Negative flow: No input and proceed,Authentication,14804,form,P1,Negative,The app is open and the login screen is displayed,,Open the app and navigate to the login screen | Click the 'Next' button without entering a phone number,The app should display an error message or not proceed
TC_14804_004,Negative flow: Empty input field and proceed,Authentication,14804,form,P1,Negative,The app is open and the login screen is displayed,,Open the app and navigate to the login screen | Enter an empty phone number in the text input field | Click the 'Next' button,The app should display an error message or not proceed
TC_14804_005,Negative flow: Invalid country flag and proceed,Authentication,14804,form,P1,Negative,The app is open and the login screen is displayed,+71234567890,Open the app and navigate to the login screen | Select an invalid country flag | Enter a valid phone number in the text input field | Click the 'Next' button,The app should display an error message or not proceed
TC_14804_006,Positive flow: Enter valid phone number and proceed,Authentication,14804,form,P1,Functional,The app is open and the login screen is displayed,+71234567890,Open the app and navigate to the login screen | Enter a valid phone number in the text input field | Click the 'Next' button,The app should navigate to the next screen
TC_14804_007,Positive flow: Enter valid phone number and proceed,Authentication,14804,form,P1,Functional,The app is open and the login screen is displayed,+71234567890,Open the app and navigate to the login screen | Enter a valid phone number in the text input field | Click the 'Next' button,The app should navigate to the next screen
TC_14804_008,Positive flow: Enter valid phone number and proceed,Authentication,14804,form,P1,Functional,The app is open and the login screen is displayed,+71234567890,Open the app and navigate to the login screen | Enter a valid phone number in the text input field | Click the 'Next' button,The app should navigate to the next screen
TC_14862_001,Login with valid credentials,Authentication,14862,login,P1,Functional,The app is launched and the login screen is displayed,appcrawler2@gmail.com | SecurePassword123,Open the app and navigate to the login screen | Enter 'appcrawler2@gmail.com' into the email input field | Enter 'SecurePassword123' into the password input field | Tap the 'LOGIN' button,The user is logged in successfully and redirected to the home screen
TC_14862_002,Login with invalid credentials,Authentication,14862,login,P1,Negative,The app is launched and the login screen is displayed,invalidemail@gmail.com | SecurePassword123,Open the app and navigate to the login screen | Enter 'invalidemail@gmail.com' into the email input field | Enter 'SecurePassword123' into the password input field | Tap the 'LOGIN' button,An error message is displayed indicating invalid credentials
TC_14862_003,Login with empty email field,Authentication,14862,login,P1,Negative,The app is launched and the login screen is displayed, | SecurePassword123,Open the app and navigate to the login screen | Enter '' into the email input field | Enter 'SecurePassword123' into the password input field | Tap the 'LOGIN' button,An error message is displayed indicating empty email field
TC_14862_004,Login with empty password field,Authentication,14862,login,P1,Negative,The app is launched and the login screen is displayed,appcrawler2@gmail.com | ,Open the app and navigate to the login screen | Enter 'appcrawler2@gmail.com' into the email input field | Enter '' into the password input field | Tap the 'LOGIN' button,An error message is displayed indicating empty password field
TC_14862_005,Toggle 'Remind me' switch,Authentication,14862,login,P1,Functional,The app is launched and the login screen is displayed,appcrawler2@gmail.com | SecurePassword123,Open the app and navigate to the login screen | Enter 'appcrawler2@gmail.com' into the email input field | Enter 'SecurePassword123' into the password input field | Toggle the 'Remind me' switch | Tap the 'LOGIN' button,The user is logged in successfully and the 'Remind me' switch state is toggled
TC_14862_006,Click on 'I've forgotten my password' link,Authentication,14862,login,P1,Functional,The app is launched and the login screen is displayed,appcrawler2@gmail.com | SecurePassword123,Open the app and navigate to the login screen | Enter 'appcrawler2@gmail.com' into the email input field | Enter 'SecurePassword123' into the password input field | Tap the 'I've forgotten my password' link,The user is redirected to the password reset screen
TC_14862_007,Login with invalid email format,Authentication,14862,login,P1,Negative,The app is launched and the login screen is displayed,invalidemail | SecurePassword123,Open the app and navigate to the login screen | Enter 'invalidemail' into the email input field | Enter 'SecurePassword123' into the password input field | Tap the 'LOGIN' button,An error message is displayed indicating invalid email format
TC_14946_001,Open the app and navigate to the dresses product listing page,ShoppingApp,14946,gallery,P0,Functional,The app is installed and running,,Open the ShoppingApp | Navigate to the dresses product listing page,The dresses product listing page is displayed with a grid of dress options
TC_14946_002,Click on the 'Relevance' filter option,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,Relevance,Click on the 'Relevance' filter option,The dress listings are sorted by relevance
TC_14946_003,Click on the 'Popular' filter option,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,Popular,Click on the 'Popular' filter option,The dress listings are sorted by popularity
TC_14946_004,Click on the 'Price' filter option,ShoppingApp,14946,gallery,P1,Functional,The dresses product listing page is displayed,Price,Click on the 'Price' filter option,The dress listings are sorted by price
